lambda [um]    flux [erg s^-1 cm^-3]    
4.4280900e+00  2.3747889e+12            
4.4303068e+00  2.2914480e+12            
4.4325062e+00  2.3184809e+12            
4.4347275e+00  2.3160229e+12            
4.4369509e+00  2.3247484e+12            
4.4391766e+00  2.3107707e+12            
4.4413848e+00  2.3074018e+12            
4.4436150e+00  2.3513974e+12            
4.4458276e+00  2.2505568e+12            
4.4480424e+00  2.3111104e+12            
4.4502793e+00  2.2698063e+12            
4.4524985e+00  2.2704005e+12            
4.4547200e+00  2.2784867e+12            
4.4569636e+00  2.2638583e+12            
4.4591895e+00  2.3554132e+12            
4.4614177e+00  2.2188101e+12            
4.4636481e+00  2.3100437e+12            
4.4658807e+00  2.0754578e+12            
4.4681155e+00  2.1994554e+12            
4.4703326e+00  2.1656683e+12            
4.4725720e+00  2.2101014e+12            
4.4748135e+00  2.1733523e+12            
4.4770573e+00  2.1793845e+12            
4.4792833e+00  2.2369621e+12            
4.4815316e+00  2.1827981e+12            
4.4837621e+00  2.2413134e+12            
4.4860148e+00  2.1809605e+12            
4.4882498e+00  2.1528578e+12            
4.4905071e+00  2.1939438e+12            
4.4927465e+00  2.2031302e+12            
4.4949881e+00  2.1437062e+12            
4.4972320e+00  2.2284411e+12            
4.4994781e+00  2.2076269e+12            
4.5017467e+00  2.1798060e+12            
4.5039973e+00  2.1864550e+12            
4.5062299e+00  2.0968389e+12            
4.5084850e+00  2.1934331e+12            
4.5107423e+00  2.1884025e+12            
4.5130020e+00  2.1116944e+12            
4.5152638e+00  2.1772133e+12            
4.5175076e+00  2.1606868e+12            
4.5197740e+00  2.1618794e+12            
4.5220427e+00  2.1062282e+12            
4.5242932e+00  2.0732510e+12            
4.5265664e+00  1.9705677e+12            
4.5288214e+00  2.0997313e+12            
4.5310787e+00  2.0869292e+12            
4.5333587e+00  2.0636582e+12            
4.5356205e+00  2.1174948e+12            
4.5378845e+00  2.0368649e+12            
4.5401508e+00  2.1477730e+12            
4.5424194e+00  2.0895359e+12            
4.5446902e+00  2.0349214e+12            
4.5469633e+00  2.0578811e+12            
4.5492387e+00  2.1164823e+12            
4.5515163e+00  1.9900581e+12            
4.5537963e+00  2.1100178e+12            
4.5560785e+00  2.0747804e+12            
4.5583422e+00  2.0626437e+12            
4.5606290e+00  2.1458737e+12            
4.5628973e+00  2.0044273e+12            
4.5651886e+00  2.0594297e+12            
4.5674614e+00  2.0440046e+12            
4.5697573e+00  2.0209598e+12            
4.5720347e+00  2.0667550e+12            
4.5743352e+00  2.0538526e+12            
4.5766171e+00  2.0220387e+12            
4.5789013e+00  2.0278878e+12            
4.5811878e+00  1.9838995e+12            
4.5834766e+00  2.0341613e+12            
4.5857676e+00  1.9478608e+12            
4.5880609e+00  1.9469062e+12            
4.5903566e+00  1.9676687e+12            
4.5926545e+00  2.0111105e+12            
4.5949547e+00  1.8895628e+12            
4.5972573e+00  2.0245208e+12            
4.5995410e+00  2.0012755e+12            
4.6018481e+00  1.9177561e+12            
4.6041576e+00  1.9820859e+12            
4.6064481e+00  2.0538837e+12            
4.6087622e+00  1.8777844e+12            
4.6110573e+00  2.0020517e+12            
4.6133547e+00  1.9730354e+12            
4.6156758e+00  1.9227695e+12            
4.6179778e+00  1.9927789e+12            
4.6202821e+00  1.9195549e+12            
4.6225887e+00  1.9871216e+12            
4.6248977e+00  1.8984206e+12            
4.6272303e+00  1.9601697e+12            
4.6295439e+00  1.9410831e+12            
4.6318383e+00  1.9880169e+12            
4.6341565e+00  1.9242928e+12            
4.6364770e+00  1.8987569e+12            
4.6387998e+00  1.9299461e+12            
4.6411250e+00  1.9880620e+12            
4.6434309e+00  1.9060834e+12            
4.6457607e+00  1.9062446e+12            
4.6480929e+00  1.8757279e+12            
4.6504057e+00  1.8639343e+12            
4.6527426e+00  1.8373751e+12            
4.6550601e+00  1.9061897e+12            
4.6573799e+00  1.8787922e+12            
4.6597237e+00  1.8303496e+12            
4.6620481e+00  1.9373108e+12            
4.6643749e+00  1.8955818e+12            
4.6667040e+00  1.8272894e+12            
4.6690354e+00  1.8975077e+12            
4.6713692e+00  1.9316600e+12            
4.6737053e+00  1.8263871e+12            
4.6760437e+00  1.8892833e+12            
4.6783845e+00  1.8540213e+12            
4.6807276e+00  1.8651681e+12            
4.6830730e+00  1.8747276e+12            
4.6853989e+00  1.8510189e+12            
4.6877490e+00  1.8868349e+12            
4.6901015e+00  1.8428882e+12            
4.6924344e+00  1.8643652e+12            
4.6947916e+00  1.8620969e+12            
4.6971291e+00  1.8821981e+12            
4.6994910e+00  1.7674250e+12            
4.7018332e+00  1.9009987e+12            
4.7041778e+00  1.8390900e+12            
4.7065247e+00  1.8291763e+12            
4.7088960e+00  1.8266933e+12            
4.7112476e+00  1.7941964e+12            
4.7136016e+00  1.7709751e+12            
4.7159579e+00  1.8487582e+12            
4.7183165e+00  1.7306982e+12            
4.7206775e+00  1.8330513e+12            
4.7230409e+00  1.8182102e+12            
4.7253843e+00  1.7910286e+12            
4.7277524e+00  1.8328085e+12            
4.7301228e+00  1.8138042e+12            
4.7324957e+00  1.7641075e+12            
4.7348485e+00  1.7418292e+12            
4.7372261e+00  1.8295295e+12            
4.7395836e+00  1.7689249e+12            
4.7419659e+00  1.7740696e+12            
4.7443282e+00  1.8084339e+12            
4.7466927e+00  1.8021846e+12            
4.7490822e+00  1.7750060e+12            
4.7514516e+00  1.7246182e+12            
4.7538233e+00  1.7973748e+12            
4.7561973e+00  1.7458118e+12            
4.7585738e+00  1.7724057e+12            
4.7609526e+00  1.8020106e+12            
4.7633338e+00  1.7295729e+12            
4.7657173e+00  1.7274276e+12            
4.7681033e+00  1.7723387e+12            
4.7704916e+00  1.7499086e+12            
4.7728824e+00  1.7207840e+12            
4.7752527e+00  1.7609010e+12            
4.7776483e+00  1.6906105e+12            
4.7800462e+00  1.6787104e+12            
4.7824236e+00  1.7485092e+12            
4.7848264e+00  1.7490483e+12            
4.7872086e+00  1.6697755e+12            
4.7895932e+00  1.7663998e+12            
4.7920031e+00  1.6919253e+12            
4.7943925e+00  1.6658211e+12            
4.7967842e+00  1.7136300e+12            
4.7992014e+00  1.7468925e+12            
4.8015980e+00  1.6434254e+12            
4.8039969e+00  1.6866819e+12            
4.8063983e+00  1.7159543e+12            
4.8088020e+00  1.7030385e+12            
4.8112082e+00  1.7019847e+12            
4.8136168e+00  1.6325216e+12            
4.8160045e+00  1.7117441e+12            
4.8184179e+00  1.6751372e+12            
4.8208337e+00  1.7220180e+12            
4.8232519e+00  1.6109559e+12            
4.8256493e+00  1.7327757e+12            
4.8280723e+00  1.6571678e+12            
4.8304745e+00  1.7029286e+12            
4.8329024e+00  1.6199191e+12            
4.8353094e+00  1.6872825e+12            
4.8377187e+00  1.6587732e+12            
4.8401539e+00  1.6718278e+12            
4.8425681e+00  1.6452105e+12            
4.8449847e+00  1.6386796e+12            
4.8474037e+00  1.6454741e+12            
4.8498252e+00  1.6315689e+12            
4.8522490e+00  1.6871223e+12            
4.8546753e+00  1.5940935e+12            
4.8571040e+00  1.6086844e+12            
4.8595351e+00  1.6508649e+12            
4.8619687e+00  1.6488338e+12            
4.8644047e+00  1.5372224e+12            
4.8668432e+00  1.6609685e+12            
4.8692604e+00  1.6287782e+12            
4.8717037e+00  1.5926525e+12            
4.8741495e+00  1.6307162e+12            
4.8765739e+00  1.5691609e+12            
4.8790246e+00  1.6277248e+12            
4.8814539e+00  1.6219980e+12            
4.8838856e+00  1.5752499e+12            
4.8863436e+00  1.5869469e+12            
4.8887802e+00  1.5985657e+12            
4.8912193e+00  1.6074400e+12            
4.8936608e+00  1.6019084e+12            
4.8961047e+00  1.6013169e+12            
4.8985750e+00  1.5424167e+12            
4.9010238e+00  1.6156552e+12            
4.9034751e+00  1.6021267e+12            
4.9059047e+00  1.5443400e+12            
4.9083609e+00  1.5393095e+12            
4.9108195e+00  1.6065006e+12            
4.9132806e+00  1.5544213e+12            
4.9157441e+00  1.5273274e+12            
4.9181860e+00  1.5432841e+12            
4.9206544e+00  1.5464270e+12            
4.9231012e+00  1.5991797e+12            
4.9255746e+00  1.5476945e+12            
4.9280262e+00  1.4850731e+12            
4.9305045e+00  1.5827704e+12            
4.9329611e+00  1.5695080e+12            
4.9354200e+00  1.4940509e+12            
4.9379058e+00  1.5072781e+12            
4.9403697e+00  1.5652291e+12            
4.9428361e+00  1.4967610e+12            
4.9453049e+00  1.5691816e+12            
4.9477762e+00  1.4723511e+12            
4.9502500e+00  1.5314635e+12            
4.9527262e+00  1.5494157e+12            
4.9552049e+00  1.4915343e+12            
4.9576861e+00  1.5115820e+12            
4.9601698e+00  1.4757701e+12            
4.9626560e+00  1.5168689e+12            
4.9651200e+00  1.5663594e+12            
4.9676112e+00  1.4485304e+12            
4.9701048e+00  1.5153327e+12            
4.9725762e+00  1.4931579e+12            
4.9750749e+00  1.5224937e+12            
4.9775512e+00  1.4868913e+12            
4.9800301e+00  1.4685058e+12            
4.9825362e+00  1.4798311e+12            
4.9850200e+00  1.4905720e+12            
4.9875063e+00  1.5258712e+12            
4.9900200e+00  1.4036049e+12            
4.9925112e+00  1.4589142e+12            
4.9950050e+00  1.4945573e+12            
4.9975012e+00  1.5158008e+12            
5.0000000e+00  1.4099756e+12            
5.0025013e+00  1.4339182e+12            
5.0050050e+00  1.5202822e+12            
5.0075113e+00  1.4318191e+12            
5.0099949e+00  1.4463135e+12            
5.0125062e+00  1.4422321e+12            
5.0150200e+00  1.4426183e+12            
5.0175111e+00  1.4213718e+12            
5.0200299e+00  1.4768684e+12            
5.0225513e+00  1.4265366e+12            
5.0250499e+00  1.4439761e+12            
5.0275763e+00  1.4283128e+12            
5.0300799e+00  1.4269621e+12            
5.0325860e+00  1.4173278e+12            
5.0351200e+00  1.4371743e+12            
5.0376311e+00  1.4656731e+12            
5.0401448e+00  1.4285197e+12            
5.0426609e+00  1.3840409e+12            
5.0451796e+00  1.4586295e+12            
5.0477008e+00  1.4079618e+12            
5.0502245e+00  1.4491627e+12            
5.0527507e+00  1.4050702e+12            
5.0552795e+00  1.3642671e+12            
5.0578108e+00  1.4084655e+12            
5.0603446e+00  1.4112847e+12            
5.0628810e+00  1.4369010e+12            
5.0653942e+00  1.3584087e+12            
5.0679357e+00  1.3799122e+12            
5.0704797e+00  1.4014067e+12            
5.0730005e+00  1.4295093e+12            
5.0755496e+00  1.3772157e+12            
5.0780754e+00  1.3496672e+12            
5.0806296e+00  1.3959603e+12            
5.0831605e+00  1.3519489e+12            
5.0856939e+00  1.3961393e+12            
5.0882558e+00  1.3690820e+12            
5.0907943e+00  1.3973605e+12            
5.0933354e+00  1.3286346e+12            
5.0958790e+00  1.3624238e+12            
5.0984251e+00  1.3579861e+12            
5.1009738e+00  1.3639439e+12            
5.1035250e+00  1.3611901e+12            
5.1060788e+00  1.3312818e+12            
5.1086351e+00  1.3200083e+12            
5.1111940e+00  1.3807268e+12            
5.1137293e+00  1.3471679e+12            
5.1162933e+00  1.3830311e+12            
5.1188599e+00  1.2981737e+12            
5.1214291e+00  1.3128392e+12            
5.1239746e+00  1.3402425e+12            
5.1265489e+00  1.3680755e+12            
5.1290994e+00  1.3516739e+12            
5.1316789e+00  1.2674656e+12            
5.1342346e+00  1.3297030e+12            
5.1367928e+00  1.3322512e+12            
5.1393800e+00  1.3620204e+12            
5.1419433e+00  1.3370602e+12            
5.1445093e+00  1.2580098e+12            
5.1470777e+00  1.3055857e+12            
5.1496488e+00  1.3396330e+12            
5.1522224e+00  1.3249906e+12            
5.1547986e+00  1.3082883e+12            
5.1573774e+00  1.3035625e+12            
5.1599587e+00  1.2870837e+12            
5.1625427e+00  1.3085146e+12            
5.1651292e+00  1.3197929e+12            
5.1677183e+00  1.2963301e+12            
5.1702833e+00  1.3207253e+12            
5.1728776e+00  1.2839143e+12            
5.1754477e+00  1.3073447e+12            
5.1780472e+00  1.2907812e+12            
5.1806492e+00  1.2909983e+12            
5.1832271e+00  1.3040437e+12            
5.1858075e+00  1.2580322e+12            
5.1884174e+00  1.2428968e+12            
5.1910030e+00  1.3028831e+12            
5.1935911e+00  1.2856675e+12            
5.1962088e+00  1.2996489e+12            
5.1988022e+00  1.2351910e+12            
5.2013981e+00  1.2600983e+12            
5.2039967e+00  1.2336421e+12            
5.2065978e+00  1.2899644e+12            
5.2092015e+00  1.2939193e+12            
5.2118079e+00  1.2227529e+12            
5.2144168e+00  1.2295448e+12            
5.2170284e+00  1.2414845e+12            
5.2196153e+00  1.2887565e+12            
5.2222321e+00  1.2421648e+12            
5.2248515e+00  1.2291911e+12            
5.2274735e+00  1.2368967e+12            
5.2300708e+00  1.2580779e+12            
5.2326981e+00  1.2406727e+12            
5.2353006e+00  1.2272700e+12            
5.2379331e+00  1.2567715e+12            
5.2405408e+00  1.2169890e+12            
5.2431511e+00  1.2272241e+12            
5.2457916e+00  1.2320074e+12            
5.2484071e+00  1.2086985e+12            
5.2510253e+00  1.2607954e+12            
5.2536460e+00  1.2066493e+12            
5.2562970e+00  1.2077239e+12            
5.2589231e+00  1.2218786e+12            
5.2615517e+00  1.1939912e+12            
5.2641830e+00  1.2432399e+12            
5.2668169e+00  1.2013412e+12            
5.2694257e+00  1.1959237e+12            
5.2720649e+00  1.2132239e+12            
5.2747067e+00  1.2119596e+12            
5.2773512e+00  1.2098868e+12            
5.2799983e+00  1.2008236e+12            
5.2826202e+00  1.1835225e+12            
5.2852726e+00  1.1888310e+12            
5.2878997e+00  1.1997650e+12            
5.2905574e+00  1.2186495e+12            
5.2931898e+00  1.1720737e+12            
5.2958528e+00  1.1465044e+12            
5.2984905e+00  1.2023392e+12            
5.3011307e+00  1.1869872e+12            
5.3038018e+00  1.1816606e+12            
5.3064473e+00  1.1872992e+12            
5.3090955e+00  1.1512401e+12            
5.3117464e+00  1.1643327e+12            
5.3143999e+00  1.1888399e+12            
5.3170561e+00  1.1585163e+12            
5.3197149e+00  1.1780851e+12            
5.3223763e+00  1.1694114e+12            
5.3250405e+00  1.1337815e+12            
5.3277073e+00  1.1684423e+12            
5.3303768e+00  1.1545771e+12            
5.3330489e+00  1.1653104e+12            
5.3356953e+00  1.1702775e+12            
5.3383728e+00  1.1295329e+12            
5.3410529e+00  1.1123826e+12            
5.3437073e+00  1.1513331e+12            
5.3463928e+00  1.1348055e+12            
5.3490524e+00  1.1617259e+12            
5.3517433e+00  1.1091429e+12            
5.3544083e+00  1.1269779e+12            
5.3570759e+00  1.0982397e+12            
5.3597749e+00  1.1555175e+12            
5.3624479e+00  1.1309951e+12            
5.3651235e+00  1.1204112e+12            
5.3678018e+00  1.1177593e+12            
5.3704828e+00  1.1257621e+12            
5.3731664e+00  1.1067579e+12            
5.3758527e+00  1.1356085e+12            
5.3785418e+00  1.0900123e+12            
5.3812335e+00  1.1013796e+12            
5.3839279e+00  1.1320265e+12            
5.3866250e+00  1.1178949e+12            
5.3893248e+00  1.1178070e+12            
5.3919983e+00  1.1195610e+12            
5.3947035e+00  1.0964006e+12            
5.3974114e+00  1.0926563e+12            
5.4000929e+00  1.1300804e+12            
5.4028062e+00  1.1000410e+12            
5.4054931e+00  1.1010574e+12            
5.4082118e+00  1.0898975e+12            
5.4109041e+00  1.0722023e+12            
5.4136283e+00  1.1097704e+12            
5.4163259e+00  1.1053584e+12            
5.4190262e+00  1.0955944e+12            
5.4217292e+00  1.0959997e+12            
5.4244643e+00  1.0641125e+12            
5.4271728e+00  1.0552793e+12            
5.4298839e+00  1.0979420e+12            
5.4325978e+00  1.0977061e+12            
5.4353143e+00  1.0909052e+12            
5.4380336e+00  1.0384568e+12            
5.4407556e+00  1.0862579e+12            
5.4434507e+00  1.0503421e+12            
5.4461781e+00  1.0921234e+12            
5.4489083e+00  1.0826793e+12            
5.4516412e+00  1.0611399e+12            
5.4543471e+00  1.0353255e+12            
5.4570855e+00  1.0793184e+12            
5.4598266e+00  1.0482351e+12            
5.4625406e+00  1.0646035e+12            
5.4652872e+00  1.0514444e+12            
5.4680067e+00  1.0520120e+12            
5.4707289e+00  1.0466744e+12            
5.4734837e+00  1.0443828e+12            
5.4762113e+00  1.0487684e+12            
5.4789417e+00  1.0574480e+12            
5.4817048e+00  1.0226591e+12            
5.4844406e+00  1.0451274e+12            
5.4871792e+00  1.0554321e+12            
5.4899205e+00  1.0299057e+12            
5.4926645e+00  1.0376997e+12            
5.4954113e+00  1.0524908e+12            
5.4981609e+00  1.0305005e+12            
5.5009132e+00  1.0285922e+12            
5.5036682e+00  1.0266917e+12            
5.5063957e+00  1.0247989e+12            
5.5091562e+00  1.0229033e+12            
5.5119195e+00  1.0210050e+12            
5.5146856e+00  1.0191144e+12            
5.5174240e+00  1.0172314e+12            
5.5201956e+00  1.0153509e+12            
5.5229395e+00  1.0134729e+12            
5.5257167e+00  1.0115974e+12            
5.5284661e+00  1.0097242e+12            
5.5312488e+00  1.0078536e+12            
5.5340037e+00  1.0059905e+12            
5.5367613e+00  1.0041299e+12            
5.5395524e+00  1.0022666e+12            
5.5423156e+00  1.0004109e+12            
5.5450815e+00  9.9856269e+11            
5.5478502e+00  9.9671693e+11            
5.5506217e+00  9.9487358e+11            
5.5533959e+00  9.9303264e+11            
5.5561729e+00  9.9119412e+11            
5.5589527e+00  9.8935800e+11            
5.5617353e+00  9.8752429e+11            
5.5645206e+00  9.8569298e+11            
5.5673088e+00  9.8386916e+11            
5.5700687e+00  9.8205279e+11            
5.5728624e+00  9.8023372e+11            
5.5756589e+00  9.7841705e+11            
5.5784271e+00  9.7660781e+11            
5.5812292e+00  9.7479589e+11            
5.5840341e+00  9.7298636e+11            
5.5868107e+00  9.7118423e+11            
5.5896212e+00  9.6938446e+11            
5.5924033e+00  9.6759208e+11            
5.5951881e+00  9.6580203e+11            
5.5980071e+00  9.6400933e+11            
5.6007976e+00  9.6222398e+11            
5.6035908e+00  9.6044596e+11            
5.6063868e+00  9.5867027e+11            
5.6091856e+00  9.5689193e+11            
5.6120187e+00  9.5511095e+11            
5.6148231e+00  9.5333728e+11            
5.6176304e+00  9.5157090e+11            
5.6204404e+00  9.4980684e+11            
5.6232533e+00  9.4805005e+11            
5.6260373e+00  9.4630049e+11            
5.6288558e+00  9.4454828e+11            
5.6316771e+00  9.4279345e+11            
5.6345012e+00  9.4104585e+11            
5.6372964e+00  9.3930545e+11            
5.6401261e+00  9.3756243e+11            
5.6429587e+00  9.3582170e+11            
5.6457623e+00  9.3408815e+11            
5.6486006e+00  9.3235688e+11            
5.6514097e+00  9.3062788e+11            
5.6542537e+00  9.2890115e+11            
5.6570685e+00  9.2718156e+11            
5.6598861e+00  9.2546422e+11            
5.6627386e+00  9.2374428e+11            
5.6655619e+00  9.2203146e+11            
5.6683880e+00  9.2032573e+11            
5.6712169e+00  9.1862224e+11            
5.6740486e+00  9.1691615e+11            
5.6769154e+00  9.1520748e+11            
5.6797528e+00  9.1350589e+11            
5.6825931e+00  9.1181616e+11            
5.6854039e+00  9.1013345e+11            
5.6882498e+00  9.0844814e+11            
5.6910986e+00  9.0676025e+11            
5.6939502e+00  9.0507459e+11            
5.6968047e+00  9.0339114e+11            
5.6996620e+00  9.0171469e+11            
5.7024897e+00  9.0004521e+11            
5.7053528e+00  8.9837793e+11            
5.7081861e+00  8.9671283e+11            
5.7110549e+00  8.9504517e+11            
5.7139266e+00  8.9337971e+11            
5.7167684e+00  8.9172592e+11            
5.7196131e+00  8.9007430e+11            
5.7224934e+00  8.8842012e+11            
5.7253438e+00  8.8677285e+11            
5.7281970e+00  8.8512774e+11            
5.7310860e+00  8.8348008e+11            
5.7339450e+00  8.8183931e+11            
5.7368068e+00  8.8020538e+11            
5.7396715e+00  8.7857360e+11            
5.7425390e+00  8.7694397e+11            
5.7454094e+00  8.7531648e+11            
5.7482827e+00  8.7369114e+11            
5.7511589e+00  8.7206793e+11            
5.7540379e+00  8.7044686e+11            
5.7569198e+00  8.6882794e+11            
5.7598046e+00  8.6721579e+11            
5.7626591e+00  8.6561040e+11            
5.7655497e+00  8.6400248e+11            
5.7684432e+00  8.6239669e+11            
5.7713062e+00  8.6079763e+11            
5.7742055e+00  8.5919606e+11            
5.7771076e+00  8.5759661e+11            
5.7799793e+00  8.5600387e+11            
5.7828873e+00  8.5441323e+11            
5.7857647e+00  8.5282928e+11            
5.7886450e+00  8.5124741e+11            
5.7915617e+00  8.4966304e+11            
5.7944478e+00  8.4808534e+11            
5.7973367e+00  8.4651429e+11            
5.8002285e+00  8.4494073e+11            
5.8031569e+00  8.4336470e+11            
5.8060546e+00  8.4179531e+11            
5.8089551e+00  8.4023253e+11            
5.8118585e+00  8.3867181e+11            
5.8147649e+00  8.3711315e+11            
5.8176741e+00  8.3555654e+11            
5.8205862e+00  8.3400199e+11            
5.8235013e+00  8.3245400e+11            
5.8263854e+00  8.3091255e+11            
5.8293063e+00  8.2936863e+11            
5.8322301e+00  8.2782226e+11            
5.8351568e+00  8.2628243e+11            
5.8380524e+00  8.2474910e+11            
5.8409850e+00  8.2321780e+11            
5.8438864e+00  8.2168851e+11            
5.8468249e+00  8.2016125e+11            
5.8497321e+00  8.1863600e+11            
5.8526764e+00  8.1711276e+11            
5.8555895e+00  8.1559598e+11            
5.8585054e+00  8.1408120e+11            
5.8614586e+00  8.1256399e+11            
5.8643803e+00  8.1105321e+11            
5.8673050e+00  8.0954885e+11            
5.8702326e+00  8.0804205e+11            
5.8731977e+00  8.0653284e+11            
5.8761312e+00  8.0503004e+11            
5.8790676e+00  8.0353362e+11            
5.8820069e+00  8.0203918e+11            
5.8849492e+00  8.0054671e+11            
5.8878945e+00  7.9906060e+11            
5.8908080e+00  7.9758082e+11            
5.8937591e+00  7.9609862e+11            
5.8967132e+00  7.9461401e+11            
5.8996702e+00  7.9313137e+11            
5.9026302e+00  7.9165506e+11            
5.9055583e+00  7.9018503e+11            
5.9085242e+00  7.8871695e+11            
5.9114582e+00  7.8725081e+11            
5.9144300e+00  7.8578660e+11            
5.9173698e+00  7.8432433e+11            
5.9203476e+00  7.8286399e+11            
5.9232934e+00  7.8140559e+11            
5.9262771e+00  7.7994912e+11            
5.9292287e+00  7.7849888e+11            
5.9321833e+00  7.7705055e+11            
5.9351760e+00  7.7559985e+11            
5.9381365e+00  7.7415536e+11            
5.9410999e+00  7.7271706e+11            
5.9440663e+00  7.7128066e+11            
5.9470357e+00  7.6984616e+11            
5.9500080e+00  7.6841355e+11            
5.9529833e+00  7.6698284e+11            
5.9559616e+00  7.6555403e+11            
5.9589429e+00  7.6412710e+11            
5.9619271e+00  7.6270207e+11            
5.9649144e+00  7.6128317e+11            
5.9678690e+00  7.5987036e+11            
5.9708622e+00  7.5845520e+11            
5.9738584e+00  7.5703770e+11            
5.9768576e+00  7.5562629e+11            
5.9798241e+00  7.5422096e+11            
5.9828293e+00  7.5281749e+11            
5.9858017e+00  7.5141587e+11            
5.9888129e+00  7.5001611e+11            
5.9917912e+00  7.4861821e+11            
5.9948085e+00  7.4722216e+11            
5.9977928e+00  7.4583213e+11            
6.0007801e+00  7.4444395e+11            
6.0038064e+00  7.4305344e+11            
6.0067997e+00  7.4166893e+11            
6.0097960e+00  7.4029041e+11            
6.0127952e+00  7.3891371e+11            
6.0157975e+00  7.3753883e+11            
6.0188027e+00  7.3616578e+11            
6.0218110e+00  7.3479454e+11            
6.0248223e+00  7.3342512e+11            
6.0278365e+00  7.3205751e+11            
6.0308538e+00  7.3069173e+11            
6.0338742e+00  7.2932775e+11            
6.0368975e+00  7.2796559e+11            
6.0399239e+00  7.2660933e+11            
6.0429168e+00  7.2525896e+11            
6.0459492e+00  7.2390629e+11            
6.0489847e+00  7.2255542e+11            
6.0519866e+00  7.2121042e+11            
6.0550281e+00  7.1986312e+11            
6.0580727e+00  7.1851763e+11            
6.0610836e+00  7.1718203e+11            
6.0640975e+00  7.1584821e+11            
6.0671512e+00  7.1451210e+11            
6.0701712e+00  7.1317777e+11            
6.0732310e+00  7.1184521e+11            
6.0762570e+00  7.1051846e+11            
6.0792860e+00  7.0919749e+11            
6.0823181e+00  7.0787425e+11            
6.0853902e+00  7.0654875e+11            
6.0884283e+00  7.0522903e+11            
6.0914695e+00  7.0391507e+11            
6.0945137e+00  7.0260286e+11            
6.0975610e+00  7.0129238e+11            
6.1006113e+00  6.9998365e+11            
6.1036646e+00  6.9867665e+11            
6.1067211e+00  6.9737537e+11            
6.1097432e+00  6.9607979e+11            
6.1128057e+00  6.9478196e+11            
6.1158713e+00  6.9348188e+11            
6.1189400e+00  6.9218750e+11            
6.1219742e+00  6.9089879e+11            
6.1250490e+00  6.8960784e+11            
6.1281269e+00  6.8831862e+11            
6.1311703e+00  6.8703504e+11            
6.1342543e+00  6.8575317e+11            
6.1373038e+00  6.8447693e+11            
6.1403563e+00  6.8320237e+11            
6.1434495e+00  6.8192560e+11            
6.1465082e+00  6.8065053e+11            
6.1496077e+00  6.7937715e+11            
6.1526724e+00  6.7810938e+11            
6.1557402e+00  6.7684718e+11            
6.1588111e+00  6.7558665e+11            
6.1618850e+00  6.7432780e+11            
6.1649621e+00  6.7307062e+11            
6.1680421e+00  6.7181123e+11            
6.1711634e+00  6.7055353e+11            
6.1742116e+00  6.6930524e+11            
6.1773009e+00  6.6805859e+11            
6.1803933e+00  6.6680975e+11            
6.1834888e+00  6.6556257e+11            
6.1865875e+00  6.6431706e+11            
6.1896892e+00  6.6307320e+11            
6.1927941e+00  6.6183485e+11            
6.1958636e+00  6.6060196e+11            
6.1989747e+00  6.5936689e+11            
6.2020889e+00  6.5813347e+11            
6.2051677e+00  6.5690550e+11            
6.2082881e+00  6.5567917e+11            
6.2113730e+00  6.5445447e+11            
6.2144997e+00  6.5323140e+11            
6.2175908e+00  6.5201375e+11            
6.2206850e+00  6.5079772e+11            
6.2238211e+00  6.4957952e+11            
6.2269215e+00  6.4836673e+11            
6.2300250e+00  6.4715933e+11            
6.2331316e+00  6.4594976e+11            
6.2362802e+00  6.4473804e+11            
6.2393930e+00  6.4353170e+11            
6.2425090e+00  6.4233072e+11            
6.2456281e+00  6.4113134e+11            
6.2487502e+00  6.3993356e+11            
6.2518756e+00  6.3873737e+11            
6.2550040e+00  6.3754278e+11            
6.2581356e+00  6.3634978e+11            
6.2612703e+00  6.3516210e+11            
6.2643689e+00  6.3397971e+11            
6.2675099e+00  6.3279518e+11            
6.2706540e+00  6.3160852e+11            
6.2738012e+00  6.3042716e+11            
6.2769123e+00  6.2925106e+11            
6.2800658e+00  6.2807284e+11            
6.2832225e+00  6.2689620e+11            
6.2863429e+00  6.2572481e+11            
6.2895060e+00  6.2455498e+11            
6.2926326e+00  6.2339038e+11            
6.2957623e+00  6.2222733e+11            
6.2989349e+00  6.2106217e+11            
6.3020709e+00  6.1990223e+11            
6.3052100e+00  6.1874382e+11            
6.3083921e+00  6.1758332e+11            
6.3115375e+00  6.1642802e+11            
6.3146861e+00  6.1527789e+11            
6.3178378e+00  6.1412929e+11            
6.3209926e+00  6.1298223e+11            
6.3241507e+00  6.1183669e+11            
6.3273118e+00  6.1069269e+11            
6.3304762e+00  6.0955021e+11            
6.3336437e+00  6.0840925e+11            
6.3368144e+00  6.0726982e+11            
6.3399882e+00  6.0613192e+11            
6.3431652e+00  6.0499553e+11            
6.3463455e+00  6.0386426e+11            
6.3494885e+00  6.0273808e+11            
6.3526751e+00  6.0160982e+11            
6.3558649e+00  6.0048308e+11            
6.3590174e+00  5.9936140e+11            
6.3622135e+00  5.9823766e+11            
6.3654129e+00  5.9711542e+11            
6.3685749e+00  5.9599824e+11            
6.3717807e+00  5.9488256e+11            
6.3749490e+00  5.9377191e+11            
6.3781205e+00  5.9266274e+11            
6.3813359e+00  5.9155152e+11            
6.3845137e+00  5.9044531e+11            
6.3876947e+00  5.8934058e+11            
6.3909198e+00  5.8823381e+11            
